_id,Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
1425,2012Q4,S08000025,"",S08000020,Upper GI,"",2,"",2,""
1426,2012Q4,S08000026,"",S08000020,Upper GI,"",3,"",3,""
1427,2012Q4,S08000026,"",S08000026,Upper GI,"",1,"",1,""
1428,2012Q4,S08000028,"",S08000022,Upper GI,"",1,"",1,""
1429,2012Q4,S08000028,"",S08000028,Upper GI,"",1,"",1,""
1430,2012Q4,S08000029,"",S08000024,Upper GI,"",3,"",3,""
1431,2012Q4,S08000029,"",S08000029,Upper GI,"",11,"",11,""
1432,2012Q4,S08000030,"",S08000030,Upper GI,"",15,"",15,""
1433,2012Q4,S08000031,"",S08000031,Upper GI,"",85,"",77,""
1434,2012Q4,S08000032,"",S08000024,Upper GI,"",1,"",1,""
1435,2012Q4,S08000032,"",S08000031,Upper GI,"",4,"",3,""
1436,2012Q4,S08000032,"",S08000032,Upper GI,"",25,"",25,""
1437,2012Q4,S92000003,d,S08000015,Upper GI,"",17,"",17,""
1438,2012Q4,S92000003,d,S08000016,Upper GI,"",8,"",8,""
1439,2012Q4,S92000003,d,S08000017,Upper GI,"",6,"",6,""
1440,2012Q4,S92000003,d,S08000019,Upper GI,"",19,"",19,""
1441,2012Q4,S92000003,d,S08000020,Upper GI,"",41,"",41,""
1442,2012Q4,S92000003,d,S08000022,Upper GI,"",14,"",14,""
1443,2012Q4,S92000003,d,S08000024,Upper GI,"",77,"",76,""
1444,2012Q4,S92000003,d,S08000026,Upper GI,"",1,"",1,""
1445,2012Q4,S92000003,d,S08000028,Upper GI,"",1,"",1,""
1446,2012Q4,S92000003,d,S08000029,Upper GI,"",11,"",11,""
1447,2012Q4,S92000003,d,S08000030,Upper GI,"",16,"",16,""
1448,2012Q4,S92000003,d,S08000031,Upper GI,"",100,"",90,""
1449,2012Q4,S92000003,d,S08000032,Upper GI,"",25,"",25,""
1450,2012Q4,S08000015,"",S08000015,Urological,"",24,"",23,""
1451,2012Q4,S08000016,"",S08000016,Urological,"",11,"",11,""
1452,2012Q4,S08000016,"",S08000024,Urological,"",1,"",1,""
1453,2012Q4,S08000017,"",S08000017,Urological,"",14,"",14,""
1454,2012Q4,S08000017,"",S08000024,Urological,"",3,"",1,""
1455,2012Q4,S08000019,"",S08000019,Urological,"",26,"",25,""
1456,2012Q4,S08000020,"",S08000020,Urological,"",41,"",35,""
1457,2012Q4,S08000022,"",S08000022,Urological,"",14,"",12,""
1458,2012Q4,S08000022,"",S08000031,Urological,"",1,"",1,""
1459,2012Q4,S08000024,"",S08000024,Urological,"",72,"",65,""
1460,2012Q4,S08000026,"",S08000026,Urological,"",2,"",2,""
1461,2012Q4,S08000028,"",S08000022,Urological,"",2,"",2,""
1462,2012Q4,S08000029,"",S08000029,Urological,"",31,"",31,""
1463,2012Q4,S08000030,"",S08000030,Urological,"",31,"",29,""
1464,2012Q4,S08000031,"",S08000031,Urological,"",98,"",87,""
1465,2012Q4,S08000032,"",S08000031,Urological,"",1,"",1,""
1466,2012Q4,S08000032,"",S08000032,Urological,"",41,"",40,""
1467,2012Q4,S92000003,d,S08000015,Urological,"",24,"",23,""
1468,2012Q4,S92000003,d,S08000016,Urological,"",11,"",11,""
1469,2012Q4,S92000003,d,S08000017,Urological,"",14,"",14,""
1470,2012Q4,S92000003,d,S08000019,Urological,"",26,"",25,""
1471,2012Q4,S92000003,d,S08000020,Urological,"",41,"",35,""
1472,2012Q4,S92000003,d,S08000022,Urological,"",16,"",14,""
1473,2012Q4,S92000003,d,S08000024,Urological,"",76,"",67,""
1474,2012Q4,S92000003,d,S08000026,Urological,"",2,"",2,""
1475,2012Q4,S92000003,d,S08000029,Urological,"",31,"",31,""
1476,2012Q4,S92000003,d,S08000030,Urological,"",31,"",29,""
1477,2012Q4,S92000003,d,S08000031,Urological,"",100,"",89,""
1478,2012Q4,S92000003,d,S08000032,Urological,"",41,"",40,""
1479,2013Q1,S08000015,"",S08000015,All Cancer Types,d,232,"",228,""
1480,2013Q1,S08000015,"",S08000024,All Cancer Types,d,1,"",0,""
1481,2013Q1,S08000015,"",S08000031,All Cancer Types,d,43,"",34,""
1482,2013Q1,S08000015,"",SB0801,All Cancer Types,d,7,"",6,""
1483,2013Q1,S08000016,"",S08000016,All Cancer Types,d,59,"",58,""
1484,2013Q1,S08000016,"",S08000024,All Cancer Types,d,13,"",13,""
1485,2013Q1,S08000017,"",S08000017,All Cancer Types,d,90,"",90,""
1486,2013Q1,S08000017,"",S08000024,All Cancer Types,d,12,"",10,""
1487,2013Q1,S08000019,"",S08000019,All Cancer Types,d,136,"",130,""
1488,2013Q1,S08000019,"",S08000024,All Cancer Types,d,2,"",2,""
1489,2013Q1,S08000019,"",S08000031,All Cancer Types,d,15,"",14,""
1490,2013Q1,S08000019,"",SB0801,All Cancer Types,d,3,"",3,""
1491,2013Q1,S08000020,"",S08000020,All Cancer Types,d,286,"",259,""
1492,2013Q1,S08000020,"",S08000031,All Cancer Types,d,1,"",1,""
1493,2013Q1,S08000022,"",S08000022,All Cancer Types,d,146,"",132,""
1494,2013Q1,S08000022,"",S08000028,All Cancer Types,d,1,"",1,""
1495,2013Q1,S08000022,"",S08000031,All Cancer Types,d,2,"",2,""
1496,2013Q1,S08000024,"",S08000024,All Cancer Types,d,480,"",459,""
1497,2013Q1,S08000024,"",S08000029,All Cancer Types,d,8,"",8,""
1498,2013Q1,S08000025,"",S08000020,All Cancer Types,d,4,"",3,""
1499,2013Q1,S08000025,"",S08000025,All Cancer Types,d,2,"",2,""
1500,2013Q1,S08000026,"",S08000020,All Cancer Types,d,6,"",5,""
1501,2013Q1,S08000026,"",S08000026,All Cancer Types,d,11,"",11,""
1502,2013Q1,S08000028,"",S08000022,All Cancer Types,d,4,"",3,""
1503,2013Q1,S08000028,"",S08000028,All Cancer Types,d,7,"",7,""
1504,2013Q1,S08000028,"",S08000031,All Cancer Types,d,2,"",2,""
1505,2013Q1,S08000029,"",S08000024,All Cancer Types,d,35,"",31,""
1506,2013Q1,S08000029,"",S08000029,All Cancer Types,d,133,"",132,""
1507,2013Q1,S08000029,"",S08000030,All Cancer Types,d,2,"",2,""
1508,2013Q1,S08000030,"",S08000024,All Cancer Types,d,5,"",4,""
1509,2013Q1,S08000030,"",S08000030,All Cancer Types,d,219,"",204,""
1510,2013Q1,S08000031,"",S08000031,All Cancer Types,d,655,"",617,""
1511,2013Q1,S08000031,"",S08000032,All Cancer Types,d,6,"",6,""
1512,2013Q1,S08000031,"",SB0801,All Cancer Types,d,21,"",16,""
1513,2013Q1,S08000032,"",S08000031,All Cancer Types,d,41,"",39,""
1514,2013Q1,S08000032,"",S08000032,All Cancer Types,d,201,"",197,""
1515,2013Q1,S08000032,"",SB0801,All Cancer Types,d,9,"",9,""
1516,2013Q1,S92000003,d,S08000015,All Cancer Types,d,232,"",228,""
1517,2013Q1,S92000003,d,S08000016,All Cancer Types,d,59,"",58,""
1518,2013Q1,S92000003,d,S08000017,All Cancer Types,d,90,"",90,""
1519,2013Q1,S92000003,d,S08000019,All Cancer Types,d,136,"",130,""
1520,2013Q1,S92000003,d,S08000020,All Cancer Types,d,296,"",267,""
1521,2013Q1,S92000003,d,S08000022,All Cancer Types,d,150,"",135,""
1522,2013Q1,S92000003,d,S08000024,All Cancer Types,d,548,"",519,""
1523,2013Q1,S92000003,d,S08000025,All Cancer Types,d,2,"",2,""
1524,2013Q1,S92000003,d,S08000026,All Cancer Types,d,11,"",11,""
1525,2013Q1,S92000003,d,S08000028,All Cancer Types,d,8,"",8,""
1526,2013Q1,S92000003,d,S08000029,All Cancer Types,d,141,"",140,""
1527,2013Q1,S92000003,d,S08000030,All Cancer Types,d,221,"",206,""
1528,2013Q1,S92000003,d,S08000031,All Cancer Types,d,759,"",709,""
1529,2013Q1,S92000003,d,S08000032,All Cancer Types,d,207,"",203,""
1530,2013Q1,S92000003,d,SB0801,All Cancer Types,d,40,"",34,""
1531,2013Q1,S08000015,"",S08000015,Breast,"",72,"",72,""
1532,2013Q1,S08000016,"",S08000016,Breast,"",12,"",12,""
1533,2013Q1,S08000017,"",S08000017,Breast,"",21,"",21,""
1534,2013Q1,S08000017,"",S08000024,Breast,"",1,"",1,""
1535,2013Q1,S08000019,"",S08000019,Breast,"",22,"",20,""
1536,2013Q1,S08000019,"",S08000024,Breast,"",1,"",1,""
1537,2013Q1,S08000020,"",S08000020,Breast,"",75,"",75,""
1538,2013Q1,S08000022,"",S08000022,Breast,"",40,"",37,""
1539,2013Q1,S08000022,"",S08000028,Breast,"",1,"",1,""
1540,2013Q1,S08000024,"",S08000024,Breast,"",139,"",139,""
1541,2013Q1,S08000024,"",S08000029,Breast,"",8,"",8,""
1542,2013Q1,S08000025,"",S08000020,Breast,"",1,"",1,""
1543,2013Q1,S08000025,"",S08000025,Breast,"",1,"",1,""
1544,2013Q1,S08000026,"",S08000026,Breast,"",3,"",3,""
1545,2013Q1,S08000028,"",S08000028,Breast,"",1,"",1,""
1546,2013Q1,S08000029,"",S08000029,Breast,"",21,"",21,""
1547,2013Q1,S08000030,"",S08000030,Breast,"",68,"",62,""
1548,2013Q1,S08000031,"",S08000031,Breast,"",212,"",209,""
1549,2013Q1,S08000031,"",S08000032,Breast,"",6,"",6,""
1550,2013Q1,S08000032,"",S08000031,Breast,"",1,"",0,""
1551,2013Q1,S08000032,"",S08000032,Breast,"",32,"",32,""
1552,2013Q1,S92000003,d,S08000015,Breast,"",72,"",72,""
1553,2013Q1,S92000003,d,S08000016,Breast,"",12,"",12,""
1554,2013Q1,S92000003,d,S08000017,Breast,"",21,"",21,""
1555,2013Q1,S92000003,d,S08000019,Breast,"",22,"",20,""
1556,2013Q1,S92000003,d,S08000020,Breast,"",76,"",76,""
1557,2013Q1,S92000003,d,S08000022,Breast,"",40,"",37,""
1558,2013Q1,S92000003,d,S08000024,Breast,"",141,"",141,""
1559,2013Q1,S92000003,d,S08000025,Breast,"",1,"",1,""
1560,2013Q1,S92000003,d,S08000026,Breast,"",3,"",3,""
1561,2013Q1,S92000003,d,S08000028,Breast,"",2,"",2,""
1562,2013Q1,S92000003,d,S08000029,Breast,"",29,"",29,""
1563,2013Q1,S92000003,d,S08000030,Breast,"",68,"",62,""
1564,2013Q1,S92000003,d,S08000031,Breast,"",213,"",209,""
1565,2013Q1,S92000003,d,S08000032,Breast,"",38,"",38,""
1566,2013Q1,S08000015,"",S08000015,Cervical,"",2,"",2,""
1567,2013Q1,S08000016,"",S08000024,Cervical,"",1,"",1,""
1568,2013Q1,S08000017,"",S08000017,Cervical,"",1,"",1,""
1569,2013Q1,S08000017,"",S08000024,Cervical,"",1,"",0,""
1570,2013Q1,S08000019,"",S08000031,Cervical,"",1,"",0,""
1571,2013Q1,S08000020,"",S08000020,Cervical,"",5,"",5,""
1572,2013Q1,S08000022,"",S08000022,Cervical,"",2,"",2,""
1573,2013Q1,S08000024,"",S08000024,Cervical,"",6,"",6,""
1574,2013Q1,S08000029,"",S08000024,Cervical,"",2,"",2,""
1575,2013Q1,S08000029,"",S08000029,Cervical,"",2,"",2,""
1576,2013Q1,S08000030,"",S08000030,Cervical,"",3,"",2,""
1577,2013Q1,S08000031,"",S08000031,Cervical,"",2,"",2,""
1578,2013Q1,S08000032,"",S08000031,Cervical,"",2,"",2,""
1579,2013Q1,S08000032,"",S08000032,Cervical,"",1,"",1,""
1580,2013Q1,S92000003,d,S08000015,Cervical,"",2,"",2,""
1581,2013Q1,S92000003,d,S08000017,Cervical,"",1,"",1,""
1582,2013Q1,S92000003,d,S08000020,Cervical,"",5,"",5,""
1583,2013Q1,S92000003,d,S08000022,Cervical,"",2,"",2,""
1584,2013Q1,S92000003,d,S08000024,Cervical,"",10,"",9,""
1585,2013Q1,S92000003,d,S08000029,Cervical,"",2,"",2,""
1586,2013Q1,S92000003,d,S08000030,Cervical,"",3,"",2,""
1587,2013Q1,S92000003,d,S08000031,Cervical,"",5,"",4,""
1588,2013Q1,S92000003,d,S08000032,Cervical,"",1,"",1,""
1589,2013Q1,S08000015,"",S08000015,Colorectal,"",31,"",28,""
1590,2013Q1,S08000015,"",S08000031,Colorectal,"",3,"",1,""
1591,2013Q1,S08000016,"",S08000016,Colorectal,"",9,"",8,""
1592,2013Q1,S08000017,"",S08000017,Colorectal,"",18,"",18,""
1593,2013Q1,S08000017,"",S08000024,Colorectal,"",1,"",0,""
1594,2013Q1,S08000019,"",S08000019,Colorectal,"",36,"",34,""
1595,2013Q1,S08000019,"",S08000031,Colorectal,"",3,"",3,""
1596,2013Q1,S08000020,"",S08000020,Colorectal,"",44,"",41,""
1597,2013Q1,S08000020,"",S08000031,Colorectal,"",1,"",1,""
1598,2013Q1,S08000022,"",S08000022,Colorectal,"",29,"",24,""
1599,2013Q1,S08000024,"",S08000024,Colorectal,"",103,"",96,""
1600,2013Q1,S08000025,"",S08000025,Colorectal,"",1,"",1,""
1601,2013Q1,S08000029,"",S08000024,Colorectal,"",6,"",5,""
1602,2013Q1,S08000029,"",S08000029,Colorectal,"",24,"",24,""
1603,2013Q1,S08000029,"",S08000030,Colorectal,"",1,"",1,""
1604,2013Q1,S08000030,"",S08000030,Colorectal,"",31,"",30,""
1605,2013Q1,S08000031,"",S08000031,Colorectal,"",91,"",83,""
1606,2013Q1,S08000031,"",SB0801,Colorectal,"",1,"",1,""
1607,2013Q1,S08000032,"",S08000031,Colorectal,"",5,"",4,""
1608,2013Q1,S08000032,"",S08000032,Colorectal,"",42,"",41,""
1609,2013Q1,S92000003,d,S08000015,Colorectal,"",31,"",28,""
1610,2013Q1,S92000003,d,S08000016,Colorectal,"",9,"",8,""
1611,2013Q1,S92000003,d,S08000017,Colorectal,"",18,"",18,""
1612,2013Q1,S92000003,d,S08000019,Colorectal,"",36,"",34,""
1613,2013Q1,S92000003,d,S08000020,Colorectal,"",44,"",41,""
1614,2013Q1,S92000003,d,S08000022,Colorectal,"",29,"",24,""
1615,2013Q1,S92000003,d,S08000024,Colorectal,"",110,"",101,""
1616,2013Q1,S92000003,d,S08000025,Colorectal,"",1,"",1,""
1617,2013Q1,S92000003,d,S08000029,Colorectal,"",24,"",24,""
1618,2013Q1,S92000003,d,S08000030,Colorectal,"",32,"",31,""
1619,2013Q1,S92000003,d,S08000031,Colorectal,"",103,"",92,""
1620,2013Q1,S92000003,d,S08000032,Colorectal,"",42,"",41,""
1621,2013Q1,S92000003,d,SB0801,Colorectal,"",1,"",1,""
1622,2013Q1,S08000015,"",S08000015,Head & Neck,"",11,"",11,""
1623,2013Q1,S08000016,"",S08000024,Head & Neck,"",2,"",2,""
1624,2013Q1,S08000019,"",S08000031,Head & Neck,"",4,"",4,""
1625,2013Q1,S08000020,"",S08000020,Head & Neck,"",8,"",5,""
1626,2013Q1,S08000022,"",S08000022,Head & Neck,"",2,"",2,""
1627,2013Q1,S08000024,"",S08000024,Head & Neck,"",20,"",19,""
1628,2013Q1,S08000028,"",S08000022,Head & Neck,"",1,"",1,""
1629,2013Q1,S08000029,"",S08000024,Head & Neck,"",5,"",4,""
1630,2013Q1,S08000029,"",S08000029,Head & Neck,"",1,"",1,""
1631,2013Q1,S08000030,"",S08000030,Head & Neck,"",3,"",2,""
1632,2013Q1,S08000031,"",S08000031,Head & Neck,"",35,"",34,""
1633,2013Q1,S08000032,"",S08000031,Head & Neck,"",1,"",1,""
1634,2013Q1,S08000032,"",S08000032,Head & Neck,"",6,"",6,""
1635,2013Q1,S92000003,d,S08000015,Head & Neck,"",11,"",11,""
1636,2013Q1,S92000003,d,S08000020,Head & Neck,"",8,"",5,""
1637,2013Q1,S92000003,d,S08000022,Head & Neck,"",3,"",3,""
1638,2013Q1,S92000003,d,S08000024,Head & Neck,"",27,"",25,""
1639,2013Q1,S92000003,d,S08000029,Head & Neck,"",1,"",1,""
1640,2013Q1,S92000003,d,S08000030,Head & Neck,"",3,"",2,""
1641,2013Q1,S92000003,d,S08000031,Head & Neck,"",40,"",39,""
1642,2013Q1,S92000003,d,S08000032,Head & Neck,"",6,"",6,""
1643,2013Q1,S08000015,"",S08000015,Lung,"",37,"",37,""
1644,2013Q1,S08000015,"",S08000031,Lung,"",26,"",26,""
1645,2013Q1,S08000015,"",SB0801,Lung,"",7,"",6,""
1646,2013Q1,S08000016,"",S08000016,Lung,"",8,"",8,""
1647,2013Q1,S08000016,"",S08000024,Lung,"",4,"",4,""
1648,2013Q1,S08000017,"",S08000017,Lung,"",13,"",13,""
1649,2013Q1,S08000017,"",S08000024,Lung,"",1,"",1,""
1650,2013Q1,S08000019,"",S08000019,Lung,"",25,"",25,""
1651,2013Q1,S08000019,"",S08000031,Lung,"",5,"",5,""
1652,2013Q1,S08000019,"",SB0801,Lung,"",3,"",3,""
1653,2013Q1,S08000020,"",S08000020,Lung,"",65,"",60,""
1654,2013Q1,S08000022,"",S08000022,Lung,"",23,"",21,""
1655,2013Q1,S08000022,"",S08000031,Lung,"",1,"",1,""
1656,2013Q1,S08000024,"",S08000024,Lung,"",75,"",64,""
1657,2013Q1,S08000025,"",S08000020,Lung,"",1,"",1,""
1658,2013Q1,S08000026,"",S08000020,Lung,"",1,"",1,""
1659,2013Q1,S08000026,"",S08000026,Lung,"",1,"",1,""
1660,2013Q1,S08000028,"",S08000028,Lung,"",1,"",1,""
1661,2013Q1,S08000029,"",S08000024,Lung,"",10,"",9,""
1662,2013Q1,S08000029,"",S08000029,Lung,"",25,"",25,""
1663,2013Q1,S08000030,"",S08000024,Lung,"",5,"",4,""
1664,2013Q1,S08000030,"",S08000030,Lung,"",37,"",35,""
1665,2013Q1,S08000031,"",S08000031,Lung,"",96,"",89,""
1666,2013Q1,S08000031,"",SB0801,Lung,"",20,"",15,""
1667,2013Q1,S08000032,"",S08000031,Lung,"",13,"",13,""
1668,2013Q1,S08000032,"",S08000032,Lung,"",30,"",30,""
1669,2013Q1,S08000032,"",SB0801,Lung,"",9,"",9,""
1670,2013Q1,S92000003,d,S08000015,Lung,"",37,"",37,""
1671,2013Q1,S92000003,d,S08000016,Lung,"",8,"",8,""
1672,2013Q1,S92000003,d,S08000017,Lung,"",13,"",13,""
1673,2013Q1,S92000003,d,S08000019,Lung,"",25,"",25,""
1674,2013Q1,S92000003,d,S08000020,Lung,"",67,"",62,""
1675,2013Q1,S92000003,d,S08000022,Lung,"",23,"",21,""
1676,2013Q1,S92000003,d,S08000024,Lung,"",95,"",82,""
1677,2013Q1,S92000003,d,S08000026,Lung,"",1,"",1,""
1678,2013Q1,S92000003,d,S08000028,Lung,"",1,"",1,""
1679,2013Q1,S92000003,d,S08000029,Lung,"",25,"",25,""
1680,2013Q1,S92000003,d,S08000030,Lung,"",37,"",35,""
1681,2013Q1,S92000003,d,S08000031,Lung,"",141,"",134,""
1682,2013Q1,S92000003,d,S08000032,Lung,"",30,"",30,""
1683,2013Q1,S92000003,d,SB0801,Lung,"",39,"",33,""
1684,2013Q1,S08000015,"",S08000015,Lymphoma,"",6,"",6,""
1685,2013Q1,S08000016,"",S08000016,Lymphoma,"",4,"",4,""
1686,2013Q1,S08000017,"",S08000017,Lymphoma,"",3,"",3,""
1687,2013Q1,S08000019,"",S08000019,Lymphoma,"",4,"",4,""
1688,2013Q1,S08000020,"",S08000020,Lymphoma,"",11,"",5,""
1689,2013Q1,S08000022,"",S08000022,Lymphoma,"",7,"",7,""
1690,2013Q1,S08000024,"",S08000024,Lymphoma,"",15,"",14,""
1691,2013Q1,S08000029,"",S08000029,Lymphoma,"",11,"",11,""
1692,2013Q1,S08000029,"",S08000030,Lymphoma,"",1,"",1,""
1693,2013Q1,S08000031,"",S08000031,Lymphoma,"",25,"",23,""
1694,2013Q1,S08000032,"",S08000032,Lymphoma,"",9,"",9,""
1695,2013Q1,S92000003,d,S08000015,Lymphoma,"",6,"",6,""
1696,2013Q1,S92000003,d,S08000016,Lymphoma,"",4,"",4,""
1697,2013Q1,S92000003,d,S08000017,Lymphoma,"",3,"",3,""
1698,2013Q1,S92000003,d,S08000019,Lymphoma,"",4,"",4,""
1699,2013Q1,S92000003,d,S08000020,Lymphoma,"",11,"",5,""
1700,2013Q1,S92000003,d,S08000022,Lymphoma,"",7,"",7,""
1701,2013Q1,S92000003,d,S08000024,Lymphoma,"",15,"",14,""
1702,2013Q1,S92000003,d,S08000029,Lymphoma,"",11,"",11,""
1703,2013Q1,S92000003,d,S08000030,Lymphoma,"",1,"",1,""
1704,2013Q1,S92000003,d,S08000031,Lymphoma,"",25,"",23,""
1705,2013Q1,S92000003,d,S08000032,Lymphoma,"",9,"",9,""
1706,2013Q1,S08000015,"",S08000015,Melanoma,"",9,"",9,""
1707,2013Q1,S08000016,"",S08000016,Melanoma,"",4,"",4,""
1708,2013Q1,S08000017,"",S08000017,Melanoma,"",6,"",6,""
1709,2013Q1,S08000017,"",S08000024,Melanoma,"",1,"",1,""
1710,2013Q1,S08000019,"",S08000019,Melanoma,"",6,"",6,""
1711,2013Q1,S08000020,"",S08000020,Melanoma,"",6,"",5,""
1712,2013Q1,S08000022,"",S08000022,Melanoma,"",4,"",4,""
1713,2013Q1,S08000022,"",S08000031,Melanoma,"",1,"",1,""
1714,2013Q1,S08000024,"",S08000024,Melanoma,"",14,"",14,""
1715,2013Q1,S08000028,"",S08000031,Melanoma,"",1,"",1,""
1716,2013Q1,S08000029,"",S08000029,Melanoma,"",5,"",5,""
1717,2013Q1,S08000030,"",S08000030,Melanoma,"",6,"",6,""
1718,2013Q1,S08000031,"",S08000031,Melanoma,"",17,"",17,""
1719,2013Q1,S08000032,"",S08000031,Melanoma,"",2,"",2,""
1720,2013Q1,S08000032,"",S08000032,Melanoma,"",14,"",14,""
1721,2013Q1,S92000003,d,S08000015,Melanoma,"",9,"",9,""
1722,2013Q1,S92000003,d,S08000016,Melanoma,"",4,"",4,""
1723,2013Q1,S92000003,d,S08000017,Melanoma,"",6,"",6,""
1724,2013Q1,S92000003,d,S08000019,Melanoma,"",6,"",6,""
1725,2013Q1,S92000003,d,S08000020,Melanoma,"",6,"",5,""
1726,2013Q1,S92000003,d,S08000022,Melanoma,"",4,"",4,""
1727,2013Q1,S92000003,d,S08000024,Melanoma,"",15,"",15,""
1728,2013Q1,S92000003,d,S08000029,Melanoma,"",5,"",5,""
1729,2013Q1,S92000003,d,S08000030,Melanoma,"",6,"",6,""
1730,2013Q1,S92000003,d,S08000031,Melanoma,"",21,"",21,""
1731,2013Q1,S92000003,d,S08000032,Melanoma,"",14,"",14,""
1732,2013Q1,S08000015,"",S08000015,Ovarian,"",3,"",3,""
1733,2013Q1,S08000015,"",S08000031,Ovarian,"",1,"",1,""
1734,2013Q1,S08000016,"",S08000016,Ovarian,"",8,"",8,""
1735,2013Q1,S08000016,"",S08000024,Ovarian,"",1,"",1,""
1736,2013Q1,S08000017,"",S08000017,Ovarian,"",2,"",2,""
1737,2013Q1,S08000017,"",S08000024,Ovarian,"",1,"",1,""
1738,2013Q1,S08000019,"",S08000019,Ovarian,"",1,"",1,""
1739,2013Q1,S08000019,"",S08000031,Ovarian,"",1,"",1,""
1740,2013Q1,S08000020,"",S08000020,Ovarian,"",7,"",7,""
1741,2013Q1,S08000022,"",S08000022,Ovarian,"",4,"",4,""
1742,2013Q1,S08000024,"",S08000024,Ovarian,"",4,"",4,""
1743,2013Q1,S08000026,"",S08000020,Ovarian,"",1,"",1,""
1744,2013Q1,S08000028,"",S08000031,Ovarian,"",1,"",1,""
1745,2013Q1,S08000029,"",S08000024,Ovarian,"",3,"",3,""
1746,2013Q1,S08000029,"",S08000029,Ovarian,"",6,"",5,""
1747,2013Q1,S08000030,"",S08000030,Ovarian,"",7,"",6,""
1748,2013Q1,S08000031,"",S08000031,Ovarian,"",8,"",8,""
1749,2013Q1,S08000032,"",S08000031,Ovarian,"",6,"",6,""
1750,2013Q1,S08000032,"",S08000032,Ovarian,"",2,"",2,""
1751,2013Q1,S92000003,d,S08000015,Ovarian,"",3,"",3,""
1752,2013Q1,S92000003,d,S08000016,Ovarian,"",8,"",8,""
1753,2013Q1,S92000003,d,S08000017,Ovarian,"",2,"",2,""
1754,2013Q1,S92000003,d,S08000019,Ovarian,"",1,"",1,""
1755,2013Q1,S92000003,d,S08000020,Ovarian,"",8,"",8,""
1756,2013Q1,S92000003,d,S08000022,Ovarian,"",4,"",4,""
1757,2013Q1,S92000003,d,S08000024,Ovarian,"",9,"",9,""
1758,2013Q1,S92000003,d,S08000029,Ovarian,"",6,"",5,""
1759,2013Q1,S92000003,d,S08000030,Ovarian,"",7,"",6,""
1760,2013Q1,S92000003,d,S08000031,Ovarian,"",17,"",17,""
1761,2013Q1,S92000003,d,S08000032,Ovarian,"",2,"",2,""
1762,2013Q1,S08000015,"",S08000015,Upper GI,"",26,"",26,""
1763,2013Q1,S08000015,"",S08000024,Upper GI,"",1,"",0,""
1764,2013Q1,S08000015,"",S08000031,Upper GI,"",5,"",4,""
1765,2013Q1,S08000016,"",S08000016,Upper GI,"",7,"",7,""
1766,2013Q1,S08000016,"",S08000024,Upper GI,"",5,"",5,""
1767,2013Q1,S08000017,"",S08000017,Upper GI,"",12,"",12,""
1768,2013Q1,S08000017,"",S08000024,Upper GI,"",1,"",1,""
1769,2013Q1,S08000019,"",S08000019,Upper GI,"",22,"",22,""
1770,2013Q1,S08000019,"",S08000024,Upper GI,"",1,"",1,""
1771,2013Q1,S08000020,"",S08000020,Upper GI,"",34,"",30,""
1772,2013Q1,S08000022,"",S08000022,Upper GI,"",22,"",21,""
1773,2013Q1,S08000024,"",S08000024,Upper GI,"",51,"",51,""
1774,2013Q1,S08000026,"",S08000020,Upper GI,"",3,"",2,""
1775,2013Q1,S08000026,"",S08000026,Upper GI,"",3,"",3,""
1776,2013Q1,S08000028,"",S08000022,Upper GI,"",1,"",1,""
1777,2013Q1,S08000028,"",S08000028,Upper GI,"",4,"",4,""
1778,2013Q1,S08000029,"",S08000024,Upper GI,"",4,"",4,""
1779,2013Q1,S08000029,"",S08000029,Upper GI,"",11,"",11,""
1780,2013Q1,S08000030,"",S08000030,Upper GI,"",24,"",23,""
1781,2013Q1,S08000031,"",S08000031,Upper GI,"",77,"",64,""
1782,2013Q1,S08000032,"",S08000031,Upper GI,"",10,"",10,""
1783,2013Q1,S08000032,"",S08000032,Upper GI,"",19,"",19,""
1784,2013Q1,S92000003,d,S08000015,Upper GI,"",26,"",26,""
1785,2013Q1,S92000003,d,S08000016,Upper GI,"",7,"",7,""
1786,2013Q1,S92000003,d,S08000017,Upper GI,"",12,"",12,""
1787,2013Q1,S92000003,d,S08000019,Upper GI,"",22,"",22,""
1788,2013Q1,S92000003,d,S08000020,Upper GI,"",37,"",32,""
1789,2013Q1,S92000003,d,S08000022,Upper GI,"",23,"",22,""
1790,2013Q1,S92000003,d,S08000024,Upper GI,"",63,"",62,""
1791,2013Q1,S92000003,d,S08000026,Upper GI,"",3,"",3,""
1792,2013Q1,S92000003,d,S08000028,Upper GI,"",4,"",4,""
1793,2013Q1,S92000003,d,S08000029,Upper GI,"",11,"",11,""
1794,2013Q1,S92000003,d,S08000030,Upper GI,"",24,"",23,""
1795,2013Q1,S92000003,d,S08000031,Upper GI,"",92,"",78,""
1796,2013Q1,S92000003,d,S08000032,Upper GI,"",19,"",19,""
1797,2013Q1,S08000015,"",S08000015,Urological,"",35,"",34,""
1798,2013Q1,S08000015,"",S08000031,Urological,"",8,"",2,""
1799,2013Q1,S08000016,"",S08000016,Urological,"",7,"",7,""
1800,2013Q1,S08000017,"",S08000017,Urological,"",14,"",14,""
1801,2013Q1,S08000017,"",S08000024,Urological,"",5,"",5,""
